"","authorID","title","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent_agree","instr1RT_First.Click","instr1RT_Last.Click","instr1RT_Page.Submit","instr1RT_Click.Count","instr5RT_First.Click","instr5RT_Last.Click","instr5RT_Page.Submit","instr5RT_Click.Count","gender","language","age","ethn","edu","ses","belief","unclear","comments","arr","tN","looplist","subN","trialN","authorN","t","authorNtoMatch","careCommAccurately","immoralBehavior","Q33_Click.Count","Q33_First.Click","Q33_Last.Click","Q33_Page.Submit","Q34_Click.Count","Q34_First.Click","Q34_Last.Click","Q34_Page.Submit","Q362_Click.Count","Q362_First.Click","Q362_Last.Click","Q362_Page.Submit","Q363_DO","tyringAppearMoral","narrN","bestLen","neutralLen","worstLen","wordLength","repDiff"
"3168",170,"My failed promise to my family","4/19/21 18:07","4/19/21 18:27","IP Address",100,1186,TRUE,"4/19/21 18:27",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,16.734,0,0,0,36.06,0,"male","Yes",70,"White","High school degree or equivalent (e.g. GED)",4,4,"none","thank you for letting me be a part of your survey. have a very wonderful and blessed day. :-)","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",53,12,99,"Best",99,98,98,4,6.706,16.57,18.071,0,0,0,65.485,0,0,0,65.485,"&nbsp;",97,"170_Best",191,52,71,191,-1
"3169",170,"My failed promise to my family","4/19/21 21:13","4/19/21 21:35","IP Address",100,1317,TRUE,"4/19/21 21:35",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.233,0,0,0,5.5,0,"female","Yes",41,"White","Bachelor’s degree (e.g. BA, BS)",2,4,"Everything was fine.","no","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",203,12,99,"Worst",99,64,87,3,6.436,13.101,14.627,0,0,0,20.154,0,0,0,20.155,"&nbsp;",93,"170_Worst",191,52,71,71,6
"3170",170,"My failed promise to my family","4/19/21 21:22","4/19/21 21:36","IP Address",100,853,TRUE,"4/19/21 21:36",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,13.812,0,0,0,17.996,0,"male","No",67,"Hispanic, Latinx, or Spanish origin","Bachelor’s degree (e.g. BA, BS)",6,3,"This study was very clear.","I would like to read more stories in the future.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",205,12,99,"Original",99,90,86,3,3.104,7.557,8.636,0,0,0,11.193,0,0,0,11.193,"&nbsp;",90,"170_Original",191,52,71,52,4
"3171",170,"My failed promise to my family","4/19/21 22:35","4/19/21 22:45","IP Address",100,605,TRUE,"4/19/21 22:45",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,1.199,0,0,0,3.135,0,"male","Yes",23,"White","Bachelor’s degree (e.g. BA, BS)",7,3,"999","999","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",258,12,99,"Best",99,91,85,3,1.679,4.722,5.286,0,0,0,27.806,0,0,0,27.806,"&nbsp;",84,"170_Best",191,52,71,191,-1
"3172",170,"My failed promise to my family","4/20/21 0:03","4/20/21 0:21","IP Address",100,1027,TRUE,"4/20/21 0:21",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,21.32,0,0,0,6.006,0,"male","No",54,"Asian","High school degree or equivalent (e.g. GED)",2,4,"none","none","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",276,12,99,"Best",99,82,82,6,2.73,9.636,10.64,0,0,0,44.44,0,0,0,44.437,"&nbsp;",98,"170_Best",191,52,71,191,16
"3173",170,"My failed promise to my family","4/20/21 0:08","4/20/21 0:32","IP Address",100,1454,TRUE,"4/20/21 0:32",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.35,0,0,0,24.573,0,"female","Yes",56,"Black or African American","Some college, no degree",6,4,"n/a","No","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",279,12,99,"Worst",99,82,49,3,10.373,20.101,21.741,0,0,0,26.895,0,0,0,26.894,"&nbsp;",68,"170_Worst",191,52,71,71,19
"3174",171,"Cheat ","4/19/21 18:09","4/19/21 18:39","IP Address",100,1768,TRUE,"4/19/21 18:39",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,10.243,0,43.703,45.975,46.984,3,"male","Yes",45,"White","Professional degree (e.g. MD, DDS, DVM)",7,3,"No","i love this","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",100,1,100,"Worst",100,79,65,8,0.954,5.386,6.027,7,3.051,20.219,20.987,7,3.051,20.219,20.987,"&nbsp;",83,"171_Worst",63,43,75,75,18
"3175",171,"Cheat ","4/19/21 18:14","4/19/21 18:42","IP Address",100,1638,TRUE,"4/19/21 18:42",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,14.315,0,0,0,20.994,0,"Male","Yes",68,"White","Some college, no degree",5,4,"No,there were a few grammatical errors but no big deal everything was understood.","No.I hope my answers help your study.Thank you.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",108,1,100,"Original",100,41,46,4,8.72,26.427,27.785,0,0,0,21.647,0,0,0,21.645,"&nbsp;",36,"171_Original",63,43,75,43,-10
"3176",171,"Cheat ","4/19/21 20:14","4/19/21 20:31","IP Address",100,987,TRUE,"4/19/21 20:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,7.922,0,0,0,14.673,0,"Female","Yes",47,"White","Master’s degree (e.g. MA, MS, MEd)",5,4,"I found this very clear.","I wanted to say I found it difficult to say that anyone was morally good or bad. In life we can make good or bad choices. Do I put in a lot of neutrals, but I took this survey very seriously, and, actually sympathized a lot.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",153,1,100,"Best",100,60,43,5,9.822,25.074,26.288,1,20.644,20.644,34.372,1,20.644,20.644,34.372,"&nbsp;",52,"171_Best",63,43,75,63,9
"3177",171,"Cheat ","4/19/21 21:04","4/19/21 21:19","IP Address",100,927,TRUE,"4/19/21 21:19",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.24,0,0,0,16.376,0,"Female","Yes",31,"White","Associate degree (e.g. AA, AS)",4,4,"Nothing was unclear.","No.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",188,2,100,"Worst",100,14,0,6,2.669,22.295,23.587,0,0,0,24.59,0,0,0,24.59,"&nbsp;",52,"171_Worst",63,43,75,75,52
"3178",171,"Cheat ","4/19/21 21:31","4/19/21 22:14","IP Address",100,2573,TRUE,"4/19/21 22:14",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,12.552,0,0,0,33.776,0,"Female","Yes",38,"Hispanic, Latinx, or Spanish origin","High school degree or equivalent (e.g. GED)",5,4,"All was clear","No","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",242,3,100,"Original",100,43,15,6,7.684,24.062,25.035,0,0,0,39.687,0,0,0,39.687,"&nbsp;",46,"171_Original",63,43,75,43,31
"3179",171,"Cheat ","4/19/21 21:19","4/19/21 23:39","IP Address",100,8424,TRUE,"4/19/21 23:39",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,925.78,0,0,0,0.602,0,"Female","Yes",36,"Black or African American","Master’s degree (e.g. MA, MS, MEd)",6,4,"Everything went well.","No","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",272,3,100,"Original",100,0,0,9,1.677,11.826,12.401,3,4.813,6.218,15.583,3,4.701,6.219,15.582,"&nbsp;",35,"171_Original",63,43,75,43,35
"3180",171,"Cheat ","4/20/21 0:07","4/20/21 0:27","IP Address",100,1231,TRUE,"4/20/21 0:27",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.724,0,0,0,10.201,0,"male","No",57,"Asian","Associate degree (e.g. AA, AS)",3,4,"none.","none.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",278,3,100,"Worst",100,100,3,4,4.814,11.216,12.466,0,0,0,23.402,0,0,0,23.401,"&nbsp;",0,"171_Worst",63,43,75,75,-3
"3181",171,"Cheat ","4/19/21 19:52","4/19/21 20:31","IP Address",100,2332,TRUE,"4/19/21 20:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.527,0,0,0,57.298,0,"25","Yes",25,"White","Bachelor’s degree (e.g. BA, BS)",5,4,"Everything was clear.","No","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",154,4,100,"Worst",100,79,12,3,3.583,20.33,21.897,0,0,0,29.623,0,0,0,29.623,"&nbsp;",36,"171_Worst",63,43,75,75,24
"3182",171,"Cheat ","4/19/21 20:38","4/19/21 20:48","IP Address",100,597,TRUE,"4/19/21 20:48",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.884,0,0,0,5.596,0,"woman","Yes",20,"White","High school degree or equivalent (e.g. GED)",6,4,"999","999","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",167,4,100,"Original",100,37,15,4,1.615,9.951,10.621,2,7.634,8.153,10.776,2,7.634,8.153,10.776,"&nbsp;",68,"171_Original",63,43,75,43,53
"3183",171,"Cheat ","4/20/21 0:46","4/20/21 1:11","IP Address",100,1482,TRUE,"4/20/21 1:11",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,14.039,0,0,0,27.07,0,"Female","Yes",58,"Black or African American","Master’s degree (e.g. MA, MS, MEd)",6,1,"The instructions were clear. I just don't remember if we were informed that the stories were supposed to be real or not, which in my opinion would not matter.","No","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",281,4,100,"Best",100,96,49,4,4.928,14.879,16.323,0,0,0,41.611,0,0,0,41.611,"&nbsp;",50,"171_Best",63,43,75,63,1
"3184",171,"Cheat ","4/20/21 13:23","4/20/21 13:39","IP Address",100,943,TRUE,"4/20/21 13:39",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,10.824,0,0,0,14.049,0,"Male","Yes",56,"White","Some college, no degree",9,4,"I found nothing to be unclear during this study.","Go gently - dwell in beauty.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",289,4,100,"Best",100,52,28,4,4.829,29.522,31.104,0,0,0,19.991,0,0,0,19.99,"&nbsp;",46,"171_Best",63,43,75,63,18
"3185",171,"Cheat ","4/19/21 18:14","4/19/21 18:25","IP Address",100,678,TRUE,"4/19/21 18:25",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.344,0,0,0,6.643,0,"female","Yes",81,"White","Bachelor’s degree (e.g. BA, BS)",2,3,"no problems","thank you","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",47,5,100,"Best",100,62,15,4,3.676,11.414,12.747,0,0,0,14.725,0,0,0,14.725,"&nbsp;",30,"171_Best",63,43,75,63,15
"3186",171,"Cheat ","4/19/21 18:20","4/19/21 18:40","IP Address",100,1237,TRUE,"4/19/21 18:40",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,0.899,0,0,0,5.182,0,"Male","Yes",33,"White","Doctorate (e.g. PhD, EdD)",7,3,"Everything was clear","No","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",103,5,100,"Worst",100,72,40,9,1.332,10.415,11.385,1,21.185,21.185,21.901,1,21.186,21.186,21.901,"&nbsp;",70,"171_Worst",63,43,75,75,30
"3187",171,"Cheat ","4/19/21 22:36","4/19/21 22:58","IP Address",100,1320,TRUE,"4/19/21 22:58",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.807,0,15.073,24.155,27.199,3,"Male","Yes",61,"Asian","Associate degree (e.g. AA, AS)",5,3,"No. It seemed pretty straight forward.","No. The study was just fine.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",264,5,100,"Best",100,0,0,3,6.252,17.993,19.288,0,0,0,38.135,0,0,0,38.135,"&nbsp;",23,"171_Best",63,43,75,63,23
"3188",171,"Cheat ","4/19/21 19:36","4/19/21 19:55","IP Address",100,1146,TRUE,"4/19/21 19:55",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,19.446,0,0,0,14.546,0,"male","Yes",74,"Black or African American","Bachelor’s degree (e.g. BA, BS)",3,4,"None","NONE","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",144,6,100,"Original",100,78,47,4,6.396,17.02,18.933,0,0,0,40.99,0,0,0,40.992,"&nbsp;",46,"171_Original",63,43,75,43,-1
"3189",171,"Cheat ","4/19/21 18:18","4/19/21 18:30","IP Address",100,734,TRUE,"4/19/21 18:30",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.274,0,0,0,8.675,0,"Female","Yes",61,"White","Bachelor’s degree (e.g. BA, BS)",6,4,"Everything was clear and easy to understand.","No, nothing else to add.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",69,7,100,"Original",100,28,51,4,2.68,10.318,11.174,0,0,0,11.743,0,0,0,11.743,"&nbsp;",50,"171_Original",63,43,75,43,-1
"3190",171,"Cheat ","4/19/21 18:10","4/19/21 18:33","IP Address",100,1391,TRUE,"4/19/21 18:33",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,9.688,0,0,0,14.849,0,"Male","Yes",50,"White","Bachelor’s degree (e.g. BA, BS)",7,4,"No, all instructions were clear","No, I enjoyed reading the stories, thanks","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",80,7,100,"Worst",100,39,24,4,1.967,10.463,11.397,0,0,0,36.166,0,0,0,36.165,"&nbsp;",67,"171_Worst",63,43,75,75,43
"3191",171,"Cheat ","4/19/21 19:40","4/19/21 19:56","IP Address",100,935,TRUE,"4/19/21 19:56",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.261,0,8.711,8.711,10.272,1,"Female","Yes",38,"White","Some college, no degree",7,4,"No","No","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",146,8,100,"Best",100,54,13,8,1.71,7.794,8.901,0,0,0,19.069,0,0,0,19.069,"&nbsp;",67,"171_Best",63,43,75,63,54
"3192",171,"Cheat ","4/19/21 21:40","4/19/21 21:53","IP Address",100,793,TRUE,"4/19/21 21:53",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,8.788,0,0,0,25.65,0,"female","Yes",40,"White","Bachelor’s degree (e.g. BA, BS)",7,4,"na","na","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",223,8,100,"Worst",100,24,4,4,4.923,17.726,18.477,0,0,0,16.936,0,0,0,16.936,"&nbsp;",81,"171_Worst",63,43,75,75,77
"3193",171,"Cheat ","4/19/21 18:04","4/19/21 18:23","IP Address",100,1101,TRUE,"4/19/21 18:23",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,10.568,0,0,0,21.246,0,"Male","Yes",69,"White","Master’s degree (e.g. MA, MS, MEd)",6,4,"Nothing was unclear.","Interesting ""real life"" stories!","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",33,9,100,"Original",100,15,14,4,3.498,12.052,13.205,0,0,0,27.784,0,0,0,27.784,"&nbsp;",30,"171_Original",63,43,75,43,16
"3194",171,"Cheat ","4/20/21 1:14","4/20/21 1:45","IP Address",100,1845,TRUE,"4/20/21 1:45",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,24.725,0,0,0,27.144,0,"Female","No",56,"American Indian or Alaska Native","Bachelor’s degree (e.g. BA, BS)",4,4,"Nothing was unclear during the study.  The instructions were concise.","Thanks. :-)","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",282,9,100,"Best",100,68,0,3,11.61,19.906,21.497,0,0,0,55.095,0,0,0,55.095,"&nbsp;",6,"171_Best",63,43,75,63,6
"3195",171,"Cheat ","4/19/21 18:11","4/19/21 18:18","IP Address",100,420,TRUE,"4/19/21 18:18",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.062,0,0,0,4.849,0,"Male","Yes",23,"White","Some college, no degree",6,4,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",11,10,100,"Original",100,35,22,8,0.628,9.651,10.118,0,0,0,19.229,0,0,0,19.229,"&nbsp;",60,"171_Original",63,43,75,43,38
"3196",171,"Cheat ","4/19/21 18:06","4/19/21 18:25","IP Address",100,1086,TRUE,"4/19/21 18:25",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,40.217,0,0,0,25.3,0,"female","Yes",72,"White","Associate degree (e.g. AA, AS)",7,4,"I had no trouble understanding or following the instructions.","Interesting stories.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",43,10,100,"Original",100,58,0,4,5.649,21.901,27.545,0,0,0,16.686,0,0,0,16.686,"&nbsp;",51,"171_Original",63,43,75,43,51
"3197",171,"Cheat ","4/19/21 21:36","4/19/21 21:44","IP Address",100,478,TRUE,"4/19/21 21:44",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.307,0,0,0,10.864,0,"male","Yes",22,"White","Some college, no degree",8,4,"no","no","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",212,10,100,"Best",100,31,32,5,1.597,7.697,8.516,0,0,0,24.967,0,0,0,24.967,"&nbsp;",15,"171_Best",63,43,75,63,-17
"3198",171,"Cheat ","4/19/21 21:51","4/19/21 21:59","IP Address",100,514,TRUE,"4/19/21 21:59",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.287,0,0,0,10.471,0,"female","Yes",63,"White","Bachelor’s degree (e.g. BA, BS)",8,4,"There was nothing unclear, though some of the stories were gramatically terrible!","Thank you","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",232,10,100,"Original",100,76,44,3,1.928,5.888,6.79,0,0,0,11.806,0,0,0,11.805,"&nbsp;",57,"171_Original",63,43,75,43,13
"3199",171,"Cheat ","4/19/21 22:16","4/19/21 22:31","IP Address",100,886,TRUE,"4/19/21 22:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,8.478,0,0,0,7.824,0,"female","Yes",52,"Asian","Bachelor’s degree (e.g. BA, BS)",4,4,"There were some grammar issues that caused me to read through a few times but eventually, I think I understood.","It was really interesting. The stories were a mixed bag of good and bad. Some were clearer than others.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",253,10,100,"Original",100,50,40,3,3.399,13.445,14.387,0,0,0,22.918,0,0,0,22.918,"&nbsp;",42,"171_Original",63,43,75,43,2
"3200",171,"Cheat ","4/19/21 19:16","4/19/21 19:28","IP Address",100,673,TRUE,"4/19/21 19:28",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.043,0,0,0,4.974,0,"Female","Yes",50,"White","Professional degree (e.g. MD, DDS, DVM)",5,4,"999","999","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",138,11,100,"Worst",100,38,40,4,3.433,9.892,10.622,0,0,0,18.936,0,0,0,18.935,"&nbsp;",64,"171_Worst",63,43,75,75,24
"3201",171,"Cheat ","4/19/21 21:07","4/19/21 21:22","IP Address",100,888,TRUE,"4/19/21 21:22",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,1.291,0,0,0,1.622,0,"Male","Yes",28,"Black or African American","Bachelor’s degree (e.g. BA, BS)",5,4,"Everything was clear","No remarks","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",191,11,100,"Best",100,100,0,3,1.507,4.434,5.499,0,0,0,29.701,0,0,0,29.701,"&nbsp;",0,"171_Best",63,43,75,63,0
"3202",171,"Cheat ","4/19/21 22:10","4/19/21 22:39","IP Address",100,1714,TRUE,"4/19/21 22:39",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.165,0,0,0,0.766,0,"Male","Yes",40,"Black or African American","Bachelor’s degree (e.g. BA, BS)",6,4,"Everything was fine.","Very Interesting.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",256,12,100,"Best",100,73,81,5,3.133,5.801,6.639,0,0,0,87.2,0,0,0,87.199,"&nbsp;",70,"171_Best",63,43,75,63,-11
"3203",173,"Reporting a wrongdoing ","4/19/21 18:10","4/19/21 18:32","IP Address",100,1313,TRUE,"4/19/21 18:32",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,12.017,0,0,0,16.842,0,"male","Yes",71,"White","Professional degree (e.g. MD, DDS, DVM)",8,4,"No everything was clear","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",75,1,101,"Worst",101,51,51,3,9.126,21.942,26.667,0,0,0,20.362,0,0,0,20.361,"&nbsp;",100,"173_Worst",60,40,40,40,49
"3204",173,"Reporting a wrongdoing ","4/21/21 2:04","4/21/21 2:31","IP Address",100,1659,TRUE,"4/21/21 2:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,14.686,0,0,0,19.27,0,"Female","Yes",65,"Black or African American","Associate degree (e.g. AA, AS)",3,4,"There were some typo  errors, other  than that I didn't  notice  any   other  imperfections","No comments","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",291,1,101,"Original",101,76,90,3,13.888,39.92,41.75,0,0,0,16.673,0,0,0,16.673,"&nbsp;",52,"173_Original",60,40,40,40,-38
"3205",173,"Reporting a wrongdoing ","4/19/21 18:07","4/19/21 18:21","IP Address",100,885,TRUE,"4/19/21 18:21",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,15.327,0,4.061,4.061,10.914,1,"male","Yes",54,"White","Bachelor’s degree (e.g. BA, BS)",5,4,"nope","nope","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",23,2,101,"Worst",101,75,81,3,5.27,20.544,22.914,1,8.48,8.48,11.574,1,8.479,8.479,11.572,"&nbsp;",61,"173_Worst",60,40,40,40,-20
"3206",173,"Reporting a wrongdoing ","4/19/21 18:11","4/19/21 18:31","IP Address",100,1211,TRUE,"4/19/21 18:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,14.477,0,0,0,15.815,0,"Male","Yes",45,"White","Some college, no degree",3,4,"Everything was clear","None","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",72,2,101,"Worst",101,50,100,3,2.381,8.361,8.991,0,0,0,16.112,0,0,0,16.112,"&nbsp;",100,"173_Worst",60,40,40,40,0
"3207",173,"Reporting a wrongdoing ","4/19/21 18:23","4/19/21 18:39","IP Address",100,941,TRUE,"4/19/21 18:39",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",3.548,10.216,11.154,2,13.271,17.163,18.184,2,"Male","Yes",67,"White","Master’s degree (e.g. MA, MS, MEd)",4,4,"no issues","no","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",101,2,101,"Worst",101,38,62,3,7.029,23.024,23.78,2,2.635,7.498,22.483,2,2.635,7.498,22.483,"&nbsp;",79,"173_Worst",60,40,40,40,17
"3208",173,"Reporting a wrongdoing ","4/19/21 19:29","4/19/21 19:39","IP Address",100,584,TRUE,"4/19/21 19:39",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",12.489,12.668,14.577,2,0,0,20.926,0,"Male","Yes",31,"White","Bachelor’s degree (e.g. BA, BS)",5,1,"Not at all","It was an amazing study.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",140,2,101,"Worst",101,96,0,13,2.474,16.598,21.184,0,0,0,16.498,0,0,0,16.498,"&nbsp;",100,"173_Worst",60,40,40,40,100
"3209",173,"Reporting a wrongdoing ","4/19/21 18:09","4/19/21 18:17","IP Address",100,467,TRUE,"4/19/21 18:17",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.448,0,0,0,3.747,0,"Male","Yes",34,"White","High school degree or equivalent (e.g. GED)",2,4,"everything was clear","no","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",8,3,101,"Worst",101,42,77,7,1.004,5.237,5.817,0,0,0,10.813,0,0,0,10.813,"&nbsp;",79,"173_Worst",60,40,40,40,2
"3210",173,"Reporting a wrongdoing ","4/19/21 21:12","4/19/21 21:24","IP Address",100,682,TRUE,"4/19/21 21:24",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.317,0,0,0,12.331,0,"female","Yes",48,"White","Some college, no degree",5,4,"It was very clear.","No.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",195,4,101,"Best",101,25,81,3,3.133,9.615,10.305,0,0,0,11.617,0,0,0,11.617,"&nbsp;",51,"173_Best",60,40,40,60,-30
"3211",173,"Reporting a wrongdoing ","4/19/21 22:07","4/19/21 22:28","IP Address",100,1273,TRUE,"4/19/21 22:28",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,47.006,0,0,0,32.752,0,"female","Yes",63,"Black or African American","Bachelor’s degree (e.g. BA, BS)",6,4,"All the information was very clear to me.","No comments. Thank you.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",252,5,101,"Worst",101,94,96,3,8.055,21.429,22.478,0,0,0,20.558,0,0,0,20.558,"&nbsp;",96,"173_Worst",60,40,40,40,0
"3212",173,"Reporting a wrongdoing ","4/19/21 18:10","4/19/21 18:22","IP Address",100,741,TRUE,"4/19/21 18:22",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,7.688,0,0,0,17.935,0,"male","Yes",40,"White","Associate degree (e.g. AA, AS)",4,3,"The instructions were clear.","I would suggest at least editing the grammar of the stories.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",29,6,101,"Original",101,28,78,3,3.408,10.339,10.903,0,0,0,12.227,0,0,0,12.227,"&nbsp;",51,"173_Original",60,40,40,40,-27
